代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
000157,中联重科,,,,2.0,0.027894002789,0.56,6.656430415113,2.213554935724,3.1221776886,38.010397367807,8648535236,2026-03-31,,,股东大会决议通过,2026-03-31
